condition_clean,avg_rating,review_count
crohn's disease,7.571428571428571,7
urinary tract infection,7.571428571428571,7
asthma,7.54054054054054,37
hypertension,7.517241379310345,29
shift work sleep disorder,7.5,2
diabetes type ii,7.5,2
aging skin,7.5,4
seizure disorder,7.5,4
pregnancy prevention,7.5,6
menopausal symptoms,7.5,4
"acne, anti-aging",7.5,2
low thyroid,7.5,4
tooth abscess,7.5,2
perimenopause,7.5,2
fine lines,7.5,2
allergies,7.469387755102041,49
add,7.428571428571429,35
diabetes,7.428571428571429,14
adhd,7.424242424242424,33
eczema,7.333333333333333,12
bipolar ii,7.25,8
arthritis pain,7.25,4
hives,7.166666666666667,6
ulcerative colitis,7.142857142857143,7
insomnia,7.071428571428571,70
acne,7.051813471502591,193
anxiety,7.0476190476190474,84
restless sleep,7.0,2
"pain, muscle strain",7.0,1
clamydia,7.0,1
molar extraction,7.0,1
diverticulitis,7.0,2
tri geminal neuralgia,7.0,1
chronic musculoskeletal pain (neck/back),7.0,1
depresson/anxiety,7.0,1
dementia (altzheimer's diesease),7.0,1
pimples,7.0,1
no more monthly periods,7.0,1
peripheral pain arms,7.0,1
crohns,7.0,1
"cold sore, fever blister",7.0,1
rhematory arthritis,7.0,1
sudden sensorineural hearing loss,7.0,1
psoraisis,7.0,1
runny nose/ allergies,7.0,1
basal cell and squamous cancer,7.0,1
ovarian cyst,7.0,1
chest pain,7.0,1
crohn's/colitis,7.0,1
chronic rhinitis and allergies,7.0,1
hgh deficiency & hiv,7.0,1
minor insomnia,7.0,1
stomach acid/reflux,7.0,1
peanut allergy,7.0,1
microprolactinoma (benign pituitary tumour),7.0,1
adhd (predominantly inattentive),7.0,1
add management,7.0,1
fun,7.0,1
gi irritation,7.0,1
"spring allergies, allergy cough",7.0,1
depressio,7.0,1
traumatic brain injury,7.0,1
weight gain,7.0,1
depression-anxiety,7.0,1
alopecia,7.0,2
"crohns disease, psoriatic arthritis",7.0,1
"ptsd, anxiety, depprssion, obsessive remembering",7.0,1
post tooth extraction,7.0,1
acne and birth control,7.0,1
fatigue not being able to get up in am,7.0,1
oral infection,7.0,1
i got my toothpulled,7.0,1
lessen periods due to pain with adenomyosis,7.0,1
irritable bowel syndrome,7.0,3
hyperthyroid - graves disease,7.0,1
possible lymphoma/kidney pain,7.0,1
post surgical pain,7.0,1
muscle stiffness,7.0,1
to reduce/eliminate wrinkling,7.0,1
high blood pressure and,7.0,1
shooting nerve-type pain in legs/fibromyalgia,7.0,1
post-surgical pain,7.0,3
depression/insomnia,7.0,1
tension headaches,7.0,2
anti-inflammatory/pain,7.0,1
major depressive episode,7.0,1
"pollen, dust, mold and tree allergies",7.0,1
adult moderate hormone related acne,7.0,1
acne problem,7.0,1
narcalepsy,7.0,1
"nerve condition, burning in legs and aching feet",7.0,1
tuberculosis,7.0,1
mood disorder,7.0,1
severe chronic pain,7.0,1
low back pain due to car accident,7.0,1
skin infection,7.0,3
pneumonia,7.0,9
oral surgery,7.0,2
mild hypothyroidism,7.0,2
"sinus infection, chest infection",7.0,1
giant cell arteritis,7.0,1
skin rash,7.0,2
arthritis,7.0,16
cosmetic longer lashes,7.0,1
overweight,7.0,4
diaheria assc. w/ chemo,7.0,1
rosecea on the face,7.0,1
migraine in assoc /w upper resp infection,7.0,1
"anxiety, depresion",7.0,1
"anxiety, depression",7.0,1
"add inattentive, delayed sleep phase syndrome",7.0,1
severe heartburn,7.0,1
acne on my back,7.0,1
std,7.0,1
heart murmur/dental procedures,7.0,1
acne cysts,7.0,1
"sinusitis,quinsy",7.0,1
periferal neuropathy,7.0,1
major depressive disorder,7.0,1
"hot flashes, unable to sleep",7.0,1
sleep disruption due to hotflashes at night,7.0,1
behcet's disease,7.0,1
hypthyroidism,7.0,1
neck & arm muscle spasms,7.0,1
congested sinuses,7.0,1
"ibs, panic attacks, depression",7.0,1
very oily skin,7.0,1
superfacial basal cell carcinoma,7.0,1
rhytids,7.0,1
after an angiogram,7.0,1
s/p thyroidectomy,7.0,1
"tension headaches, upper/lower back pain, neck pai",7.0,1
staph infection,7.0,1
pentasa,7.0,1
severe sinus infection and double ear infections,7.0,1
mucus in stool,7.0,1
endometrial hyperplasia,7.0,1
"depression, social anxiety disorder",7.0,2
fertility,7.0,1
fingernail fungus,7.0,1
focus,7.0,1
"bipolar disorder with severe lows & fatigue,",7.0,1
"wrinkles,uneven skin tone,large pores",7.0,1
"menopause for 2 years, first hormone pill taken",7.0,1
"shortness of breath, paranoia",7.0,1
reactive arthritis (presents like ra),7.0,1
cancer/constant pain,7.0,1
fine lines around eyes and mouth. between the brow,7.0,1
supraventricular tachycardia,7.0,1
"sever back pain,",7.0,1
anxiety/ ocpd /depression,7.0,1
polinoidal cyst,7.0,1
diarrhea,7.0,2
"attention deficit problems, concentration difficul",7.0,1
skin pores/fine lines,7.0,1
strokes,7.0,1
illiotibital tibital syndrom,7.0,2
congestive heart failure and edema,7.0,1
hot flashes/ over all feel better,7.0,1
dyshidrosis,7.0,1
musle relaxant,7.0,1
mrsa infected hip resurfacing.,7.0,1
multinodular goiter,7.0,1
low energy,7.0,1
"depression, rumination, anxiety",7.0,1
pain from broken arm,7.0,1
ulcerative cholitis,7.0,1
being stressed and nervous but yet confident,7.0,1
insomnia/difficulty sleeping,7.0,1
pain control,7.0,1
replacement of femoral vein in leg,7.0,1
periodontal surgery,7.0,1
contraception,6.9,10
smoking cessation,6.9,20
ocd,6.857142857142857,7
depression,6.850909090909091,275
hair loss,6.838709677419355,31
depression and anxiety,6.833333333333333,12
bipolar disorder,6.823529411764706,17
depression/anxiety,6.818181818181818,22
osteopenia,6.8,5
infertility,6.75,4
prevent pregnancy,6.75,4
high blood pressure,6.694915254237288,59
pain after surgery,6.666666666666667,3
muscle spasms,6.666666666666667,3
fibromylgia,6.666666666666667,3
allergy,6.625,8
heartburn,6.6,5
fibromyalgia,6.538461538461538,26
pain,6.538461538461538,13
ra,6.5,2
erectile disfunction,6.5,2
colitis,6.5,2
loss of bone density,6.5,2
dermatitis,6.5,2
headaches,6.5,6
rhinitis,6.5,2
dental surgery,6.5,2
bipolar depression,6.5,2
aging,6.5,4
skin allergy,6.5,2
rash,6.5,2
high blood preasure,6.5,2
stop smoking,6.428571428571429,7
sleep,6.428571428571429,7
cystic acne,6.428571428571429,7
acne rosacea,6.333333333333333,3
diabetes type 2,6.333333333333333,3
"depression, anxiety",6.333333333333333,3
anxiety attacks,6.333333333333333,3
hiv,6.333333333333333,3
bipolar,6.3,10
wrinkles,6.294117647058823,17
melasma,6.285714285714286,7
bacterial vaginosis,6.25,4
sleeplessness,6.2,5
yeast infection,6.166666666666667,6
hyperpigmentation,6.166666666666667,6
birth control,6.153846153846154,65
rosacea,6.0476190476190474,21
chronic regional pain syndrome,6.0,1
loss of bone mass,6.0,1
upper back / left shoulder and neck pain,6.0,1
heartburn/gerd,6.0,2
facial hair,6.0,1
"wrinkles, brown spots",6.0,1
whiplash/ back and neck pain from auto accident,6.0,1
fatigue from neurological and heart cond.,6.0,1
diarreah,6.0,1
prolactin inhibitor,6.0,1
opiod addiction,6.0,1
"gastritis, nausea, fullness",6.0,1
"birth control, heavy periods",6.0,1
aging wrinkles,6.0,1
adhd (attention deficit hyperactive disorder),6.0,1
menstrual cramps/heavey bleeding,6.0,1
the flu,6.0,2
klebsiella pneumonia infection,6.0,1
rosecea,6.0,1
year round allergies,6.0,2
scar revision,6.0,1
hot flashes,6.0,4
allergic rhinitis,6.0,2
tonic clonic seizures,6.0,1
"low back pain, radiating to left leg",6.0,1
blackheads,6.0,1
chronic pain (neck and migraines),6.0,2
mild acne,6.0,3
facial acne,6.0,1
stomach bacteria,6.0,1
sinus polyps,6.0,1
bronchitis infectiion,6.0,1
sleeplessness and restless mind at night,6.0,1
"dry, allergic eyes",6.0,1
peri-menopausal syptoms,6.0,1
"menopausal symptoms, especially night sweats",6.0,1
"anxiety,depression",6.0,1
"rheumatoid arthritis joint pain, fibromyalgia",6.0,1
low energy and depression,6.0,1
acl reconstruction,6.0,1
"adhd, inattentive type",6.0,1
stomach acid,6.0,1
acne and water retention,6.0,1
pain/headaches,6.0,1
"auto accident, severe whiplash",6.0,1
back,6.0,1
itchy and irritated skin,6.0,1
sjogren's syndrome,6.0,1
pinched nerve from bulging disc & disseminated pai,6.0,1
red spot on the cheek,6.0,1
deep gum pockets,6.0,1
treatment of acne,6.0,1
lupus-like systemic autoimmune condition,6.0,1
"seizures,migraines,fibro.",6.0,1
depression/ anxiety,6.0,1
possible add,6.0,1
malaria prevention,6.0,2
total hist,6.0,1
"nerves, depression",6.0,1
"ptsd, bi-polar, anxiety",6.0,1
antiaging,6.0,1
infected throat and lung,6.0,1
inflamation resulting from damage to knee during s,6.0,1
adult acne/wrinkles,6.0,1
folliculitis of scalp,6.0,1
anxiety & depression,6.0,1
crohns disease,6.0,1
buldging/ruptured disc,6.0,1
head injury  / brain trauma,6.0,1
"heavy periods, thickened endometrium",6.0,1
thyroid removal,6.0,1
nerve damage,6.0,1
anxiety/insomnia,6.0,1
cystitis,6.0,1
stop smoking/depression,6.0,1
chronic fatigue,6.0,1
"amputee, constant sores on stump",6.0,1
scar revision surgery,6.0,1
chronic fatigue - epstein barr virus,6.0,1
"adhd, depression/anxiety",6.0,1
sinusitis,5.909090909090909,11
high cholesterol,5.866666666666666,30
anti aging,5.8,5
cholesterol,5.666666666666667,12
sinus infection,5.56,25
bladder infections,5.5,2
actinic keratoses,5.5,2
fungal toenails,5.5,2
rhuematoid arthritis,5.5,2
back pain,5.5,10
vaginal yeast infection,5.5,2
nerves,5.5,2
knee pain,5.5,2
breast cancer,5.4,5
dry eye,5.333333333333333,3
osteoporosis,5.076923076923077,13
"fatigue, weight gain, depression",5.0,1
menopause symptoms,5.0,2
avod bacterial infection,5.0,1
chest infections,5.0,1
i had blotchy skin in the form of freckles and sun,5.0,1
post partum anxiety/ depression,5.0,1
sedative/hypnotic - to induce sleep,5.0,1
eosinophilic esophagitis,5.0,1
mood stablizer for bipoler disorder,5.0,1
broken ribs,5.0,2
blood clots,5.0,2
"tonsilitis, possible strep, and ear infection",5.0,1
anti malarial,5.0,1
eryhema nodosum,5.0,1
chronic cystitis,5.0,1
back injury,5.0,1
raynaud's disease,5.0,1
nasal congestion from allergies,5.0,1
insomnia/ a bit of depression,5.0,1
hypercholesteremia,5.0,1
unable to sleep because of pain,5.0,1
vitalago,5.0,1
for wrinkle (line) reduction,5.0,1
spinal nerve compression pain,5.0,1
clearing skin,5.0,1
severe ulcerative colitis,5.0,1
pre cancer cels and aging,5.0,1
prevention of pcp pneumonia while on chemo,5.0,1
temporomandibular joint disorder (tmj),5.0,1
anxiety/panic attacks,5.0,3
wrinkles around eyes,5.0,1
blood clot as a cause of early stage misscarriage,5.0,1
"mood swings, felt by- polar",5.0,1
pms,5.0,2
chonic pain,5.0,1
severe hives angiodema,5.0,1
cold sores/ herpes i,5.0,1
simple laceration,5.0,1
tsh level was low no clinical symtoms,5.0,1
rosacia,5.0,1
stop smoking aid,5.0,1
severe depression,5.0,6
skin acne,5.0,1
flu,5.0,2
pain in my legs,5.0,2
std clamydia,5.0,1
i took seasonique just  to prevent pregnancy,5.0,1
thinning hair,5.0,3
sun damage,5.0,3
"prevent aging, improve skin",5.0,1
pain management,5.0,1
active chronic gastritis,5.0,1
to help me sleep after having a rapid heartbeat ep,5.0,1
extremely dry skin,5.0,1
sciatica,5.0,1
recurrent pseudomonas chest infection,5.0,1
tinea barbae,5.0,1
chronic sinus congestion,5.0,1
rapid heart rate,5.0,1
severe insomnia,5.0,2
lower back pain and migraine,5.0,1
yeast,5.0,1
"degenerative disc disorder, spinal stenosis l1-s1",5.0,1
b.p.p.v. (benign proxysmal positional vertigo),5.0,1
pregnancy,5.0,1
seizure/migraine,5.0,1
burning feeling in throat and chest,5.0,1
brown spots,5.0,1
osteroporosis,5.0,1
anxiety/worry,5.0,1
alergy,5.0,1
antibiotic to treat oral infection,5.0,1
hysterectomy/menopause,5.0,1
hallucinations,5.0,1
bipolar disorder/panic attacks,5.0,1
wieght loss,5.0,1
hay fever,5.0,1
for epilepsy,5.0,1
depression anxiety,5.0,1
inability to fall asleep,5.0,1
mild depression and anxiety,5.0,1
tonsilitis,5.0,1
dark spots,5.0,1
cat bite infection,5.0,2
herniated disk in my lower back,5.0,1
acid reflex,5.0,1
acl surgery,5.0,1
age spots,5.0,1
wrinkles premature aging,5.0,1
indigestion,5.0,2
"chronic neck/back pain, chronic tension headache",5.0,1
improve bone density,5.0,1
heavy menses,5.0,1
fibromyalgia pain,5.0,1
"agoraphobia, panic disorder",5.0,1
regulate periods,5.0,1
strep throat,4.7,10
ear infection,4.7,10
post surgery,4.666666666666667,3
throat infection,4.666666666666667,3
bronchitis,4.636363636363637,11
gad,4.5,2
seizures,4.5,2
hormonal acne,4.5,2
hypothyriod,4.5,2
borderline personality disorder,4.5,2
nausea,4.333333333333333,9
bladder infection,4.333333333333333,3
clinical depression,4.2,5
high c,4.0,1
antianxiety/depression,4.0,1
lactation,4.0,1
"depression, lack of motivation",4.0,1
quitting smoking,4.0,2
candida rashes,4.0,1
sedation dentistry for dental implants,4.0,1
social anxiety,4.0,2
skin cancer,4.0,1
sleep deprivation,4.0,1
preventing pregnancy,4.0,3
lethergy,4.0,1
an unknown ekg wave abnormality,4.0,1
giardiasis,4.0,1
rib pain and muscle inflammation,4.0,1
birth control/control of menstrual cycle,4.0,1
"insomnia, migraines",4.0,1
migraine + birth control,4.0,1
"sggression, hyperactivity",4.0,1
tooth infection,4.0,3
elarge pores blackheads around nose & cheeks,4.0,1
heart murmer,4.0,1
sleep aid,4.0,1
dust allergy,4.0,1
adha,4.0,1
panic attack and anxiety,4.0,1
pre-surgery,4.0,1
surgical memopause,4.0,1
loose weight,4.0,1
hyperpigmentation all over face,4.0,1
anxiety/insomnia/,4.0,1
itching body rash,4.0,1
surgery recovery,4.0,1
exzema of the face,4.0,1
anxiety and to avoid feeling misrable,4.0,1
eyelash growth,4.0,1
perimenopause symptoms,4.0,1
spasdic bladder,4.0,1
perepheral neuropathy,4.0,1
pain from recovering from abdominal surgery,4.0,1
anti inflamatory,4.0,1
"acne, wrinkles",4.0,1
reaction with benzoyl peroxide,4.0,1
flat warts,4.0,1
memory,4.0,1
uti,3.823529411764706,17
shoulder pain,3.6666666666666665,3
"acid reflux, gerd",3.6666666666666665,3
psychosis,3.6666666666666665,3
chronic back pain,3.5,2
quit smoking,3.5,4
toenail fungus,3.4,5
hair loss/ facial hair,3.0,1
possible pertusis,3.0,1
skin spots,3.0,1
high bp,3.0,1
? 'heart failure',3.0,1
colestrol,3.0,1
to relax muscles,3.0,1
head injury,3.0,1
hypothyroidism after thyroidectomy,3.0,1
panic attacks/feeling low,3.0,1
"papillary, follicular, tall-cell variant cancer",3.0,1
pain in legs (diagnosis restless leg syndrome),3.0,1
sleepiness,3.0,1
lose weight,3.0,2
cholesterol/high blood pressure,3.0,1
wilson diseaes,3.0,1
acne / blackheads / oily skin,3.0,1
bi-polar mania with anger issues,3.0,1
a typical migraines,3.0,1
nummular eczema,3.0,1
pain relief (glenohumeral instability correction),3.0,1
"aging skin, wrinkles, sag",3.0,1
tendonitis pain,3.0,1
prophylaxis after oral surgery,3.0,1
primary dysmenorrhea,3.0,1
sinusitus/ double ear infection,3.0,1
sleep disorders,3.0,1
psoraitic arthritis,3.0,1
neuropathic pain from botched surgery,3.0,1
choloesterol,3.0,1
possible arthritis,3.0,1
sinus infections/constant mucus & post nasal drip,3.0,1
sore throat,3.0,2
i kept getting pregnant. no more stairs.... please,3.0,1
"excessive coughing, later diagnosed as pneumonia",3.0,1
stomach/digestive disorder,3.0,1
severe recurrent sinus infections,3.0,1
osteopenia in both hips and lower back,3.0,1
schizophrenia,3.0,1
"oral surgery; extraction, implants",3.0,1
hormones,3.0,1
"pocs, elevated testosterone, hirsutism",3.0,1
neck pain from car accident whiplash,3.0,1
blepharospasm,3.0,1
"skin probles - acne, balckheads",3.0,1
supposed adhd,3.0,1
"allergy, runny nose, hay fever",3.0,1
"borderline personality disorder, bi polar",3.0,1
pain relief after surgery,3.0,1
post hemorrhoidectomy,3.0,1
right temporal lobe epilepsy,3.0,1
itchy watery eyes,3.0,1
"insomnia, headaches",3.0,1
pain management after sugery,3.0,1
preventing osteoporosis,3.0,1
suspected upper respiratory infection,3.0,1
"tooth pain, root canal procedure",3.0,1
"trouble sleeping at night, tired during day",3.0,1
brow wrinkles,3.0,1
tonsillitis/strep throat,3.0,1
severe pain in right hip from suspected tear in ca,3.0,1
neck and back pain/  whiplash,3.0,1
bursitis,3.0,1
menopause problems,3.0,1
high colorestoral,3.0,1
high intraocular pressure (glaucoma),3.0,1
pneumonia with associated cough,3.0,1
stomach ulcer,3.0,1
sciatica and back pain,3.0,1
bone density tests showed early osteo.,3.0,1
juvenile idiopathic arthritis,3.0,1
candida caused yeast infection,3.0,1
migranes,3.0,2
bronchitus,3.0,1
depression/anxiety/ptsd,3.0,1
agitation management r/t lewy body syndrome  demen,3.0,1
back acne,3.0,1
dog bite prophylaxis,3.0,1
cad,3.0,1
hyperhidrosis,2.5,2
bacterial infection,2.5,2
ulcer,2.3333333333333335,3
ovarian cysts/sciatic nerve,2.0,1
doctor said my blood pressure was somewhat high 14,2.0,1
chronic pelvic pain,2.0,1
"depression, axiety",2.0,1
infected lymph node,2.0,1
stress-related anxiety,2.0,1
heavy periods/cramping,2.0,1
cancer related pain,2.0,1
post menapausal osteopenia,2.0,1
sadd,2.0,1
osteoporosis/bone stength,2.0,1
preventing malaria,2.0,1
asthma/copd,2.0,1
alzheimer's disease,2.0,1
"unrestful sleep, narcolepsy?",2.0,1
"asthma, allergies",2.0,1
trochanteric bursitis,2.0,1
jaw/tooth pain,2.0,1
heavy menstrual bleeding,2.0,1
chf,2.0,1
total hysterctomy,2.0,1
anticonvulsant,2.0,1
post dental work,2.0,1
anxiety/ pain,2.0,1
periodontal disease,2.0,1
mild local skin infection,2.0,1
"anxiety,insomnia",2.0,1
acute sinusitis,2.0,1
cough,2.0,1
"poss. rheumitoid arth. lupus, or fibromyalgia",2.0,1
alzheimer's,2.0,1
knee pain/inflamation,2.0,1
myofascial pain,2.0,1
difficulty getting/holding erection,2.0,1
upper respiratory infection,2.0,1
polymyalgia rheumatica (pmr),2.0,1
headache/migrain,2.0,1
prevent pregnancy/reduce frequency of migraines,2.0,1
high  cholesterol,2.0,1
pain after foot surgery,2.0,1
dark skin spots on face,2.0,1
menopausal systems,2.0,1
post herpatic neuralga,2.0,1
birth control. prevention of pregnacy,2.0,1
n/a,2.0,1
osteopenia and osteoporosis,2.0,1
"hypothyroid, hashimoto",2.0,1
high colestrol,2.0,1
chronic bronch/asthma,2.0,1
chronic hives,2.0,1
to stop smoking,2.0,1
acne/oily skin,2.0,1
anti ageing,2.0,1
high cholesterol and triglycerides (21.1!),2.0,1
infection in mandible,2.0,1
originally brain lesions then lower cholesterol,2.0,1
"depression, anxiety, ocd, nausea",2.0,1
recovery from a brainstem stroke,2.0,1
depression not resolved with antidepressant drugs,1.5,2
to quit smoking,1.5,2
depression pain,1.0,1
male pattern bladness,1.0,1
cholesterol slightly elevated,1.0,1
"shortness of breath, itching all over",1.0,1
cellulitis (skin infection on my leg),1.0,1
bowens cancer on tip of nose,1.0,1
bacterial infectoin,1.0,1
post-op pain,1.0,1
to prevent pregnancy,1.0,1
costochondritis/ inflammation of the chest wall,1.0,1
ease breathing/fast heart rate,1.0,1
grand mal seizures,1.0,1
joint pain,1.0,1
systemic fungus,1.0,1
anxiety/depreesion,1.0,1
migrane,1.0,1
vaginal eczema,1.0,1
tendinatis,1.0,1
possible osteoporosis,1.0,1
"osteochondral injury of the talus, left ankle",1.0,1
severe hot flashes and night sweats,1.0,1
after birth thyroid not working to mormal levelc,1.0,1
capsuar contracture of breast implant,1.0,1
bipolar disorder type ii,1.0,1
sinus inection,1.0,1
shingles pain,1.0,1
gum infection,1.0,1
"fibromyalgia, failed back syndrome",1.0,1
controceptive; help with pmsd,1.0,1
severe anxiety,1.0,1
migraines/upper back pain,1.0,1
heavy period,1.0,1
severe back pain,1.0,1
alzheimer's/dementia,1.0,1
anxiety from a reaction,1.0,1
unexplained infertility,1.0,1
carpal tunnel,1.0,1
"reflux, gastritis",1.0,1
puncture wound,1.0,1
neck and hip pain,1.0,1
fibromyalgia and depression,1.0,2
not sleeping,1.0,1
acute sinusitis/bronchitis,1.0,1
pain/arthritis,1.0,1
bacterial lung infection,1.0,1
have not stop bleeding,1.0,1
suicidal feelings,1.0,1
ballanitis,1.0,1
severe headaches,1.0,1
acne-i was 22 yrs old when i took it,1.0,1
i was in a risk group - frontline pharmacist,1.0,1
obesity and diabetes,1.0,1
birth prevention,1.0,1
early onset osteoporosis,1.0,1
contraception pill,1.0,1
"severe sore throat with pus, and ear pain on same",1.0,1
endometriosis,1.0,2
severe neck pain lasting 8-9 mons,1.0,1
anxiety depression,1.0,1
under active thyroid,1.0,1
ra and ankylizing spondolitis,1.0,1
osteoprosis,1.0,1
inner ear infection,1.0,1
trouble sleeping,1.0,1
root canal pain,1.0,1
infection,1.0,1
undiagnosed,1.0,1
forehead frown lines,1.0,1
gastrointestinal disorder,1.0,1
"allergies sneezing , watery runny nose",1.0,1
loss of bone density in spine,1.0,1
r/a,1.0,1
neuropathic pain,1.0,1
back spasm,1.0,1
skin wound/infection,1.0,1
sore throat ear infections,1.0,1
skin  texture changes due to rosacea,1.0,1
viral bronchitis,1.0,1
upper respiratory infection on vacation,1.0,1
frozen shoulder,1.0,1
mild bursitis in left hip.,1.0,1
beginning of osteoporosis of the hip,1.0,1
vaginal bacteria,1.0,1
pain relief  from an infected cat bite wound,1.0,1
frequent and urgent  urination,1.0,1
for  back pain,1.0,1
"bipolar disorder, hypomania.",1.0,1
atrial fib,1.0,1
bladder control,1.0,1
hormone replacement therapy,1.0,1
ovarian cysts.,1.0,1
redness from rosacea flushing,1.0,1
mood,1.0,1
"for tramflap surgery,implant removal",1.0,1
crohn's abcess,1.0,1
cyclic vomiting syndrome,1.0,1
u/i,1.0,1
severe pain,1.0,1
atopic dernatitis,1.0,1
receding hairline,1.0,1
neuropathic pain aand fibromyalgia,1.0,1
glandular fever,1.0,1
short term memory loss,1.0,1
high colesterol,1.0,1
shift work insomnia,1.0,1
copd,1.0,1
acic reflux,1.0,1
astham,1.0,1
pain after minor surgery,1.0,1
h1n1,1.0,1
shoulder & neck pain,1.0,1
abcessed tooth,1.0,1
severe upper respitory tract infection,1.0,1
all over and various type pain,1.0,1
prostate procedure,1.0,1
nausea (after surgery),1.0,1
high chloresteral,1.0,1
"bi-polar, depression",1.0,1
toe nail fungus,1.0,1
cervical spondylitis,1.0,1
mood stabilizer taken w/ prozac,1.0,1
"tia type seizures, stress",1.0,1
mastitis,1.0,1
high-normal hypertension,1.0,1
pain relief after outpatient hernia surgery,1.0,1
rls associated with sleep apnea,1.0,1
ulcers that caused throwing up,1.0,1
severe abdominal pain yet to be diagnosed,1.0,1
"nausea, headaches, dizziness",1.0,1
parkinson's,1.0,1
prevent osteoporose,1.0,1
morning sickness/nausea,1.0,1
genitofemoral nerve damage,1.0,1
diareaha,1.0,1
insommnia,1.0,1
neuropathy back pain,1.0,1
muscle inflammation,1.0,1
back spasm/pain,1.0,1
hot flashes / night sweats,1.0,1
foot surgery,1.0,1
prostatitis,1.0,1
persistent chest infection symptoms,1.0,1
insomina,1.0,1
possible uti - i think?,1.0,1
reactive arthritis (leg joint swelling/stiffness),1.0,1
anxety / depression,1.0,1
malaria,1.0,1
staphf infection,1.0,1
tobacco addiction,1.0,1
"chronic pain, fibromyalgia",1.0,1
